NetBenchNonBlocking_O3_native
2^0	0.000053	0.151102
2^1	0.000053	0.302252
2^2	0.000053	0.604713
2^3	0.000053	1.210690
2^4	0.000053	2.418431
2^5	0.000055	4.690797
2^6	0.000061	8.325469
2^7	0.000073	14.091319
2^8	0.000097	21.081817
2^9	0.000097	42.081259
2^10	0.000148	55.466787
2^11	0.000230	71.316794
2^12	0.000385	85.051594
2^13	0.000770	85.088926
2^14	0.001336	98.136907
2^15	0.002528	103.676640
2^16	0.004847	108.165640
2^17	0.009528	110.049037
2^18	0.018894	110.997801
2^19	0.037497	111.857867
2^20	0.074687	112.316172
2^21	0.149100	112.523454
2^22	0.297957	112.615039
2^23	0.595483	112.696593
2^24	1.190718	112.720006
2^25	2.381156	112.733230
2^0	0.000053	0.151131
2^1	0.000053	0.302301
2^2	0.000053	0.604843
2^3	0.000053	1.210182
2^4	0.000053	2.421196
2^5	0.000054	4.709422
2^6	0.000061	8.349465
2^7	0.000072	14.149160
2^8	0.000097	21.130867
2^9	0.000096	42.501750
2^10	0.000149	55.152349
2^11	0.000230	71.311356
2^12	0.000383	85.542172
2^13	0.000771	85.047296
2^14	0.001337	98.052301
2^15	0.002527	103.743643
2^16	0.004845	108.219996
2^17	0.009485	110.556255
2^18	0.018780	111.667973
2^19	0.037392	112.171556
2^20	0.074707	112.287376
2^21	0.149090	112.530708
2^22	0.297776	112.683581
2^23	0.595433	112.706022
2^24	1.190811	112.711190
2^25	2.381168	112.732683
2^0	0.000053	0.151134
2^1	0.000053	0.302360
2^2	0.000053	0.604793
2^3	0.000053	1.210677
2^4	0.000053	2.420090
2^5	0.000054	4.702579
2^6	0.000061	8.333980
2^7	0.000072	14.130541
2^8	0.000096	21.225329
2^9	0.000096	42.522938
2^10	0.000148	55.410685
2^11	0.000228	71.930462
2^12	0.000361	90.797120
2^13	0.000772	84.888555
2^14	0.001334	98.230756
2^15	0.002527	103.740503
2^16	0.004845	108.213608
2^17	0.009488	110.511844
2^18	0.018803	111.530779
2^19	0.037408	112.122091
2^20	0.074579	112.479948
2^21	0.149094	112.528085
2^22	0.297766	112.687175
2^23	0.595519	112.689645
2^24	1.190791	112.713102
2^25	2.381160	112.733045
2^0	0.000053	0.151116
2^1	0.000053	0.302329
2^2	0.000053	0.604945
2^3	0.000053	1.210564
2^4	0.000053	2.420806
2^5	0.000054	4.713294
2^6	0.000061	8.350254
2^7	0.000072	14.127744
2^8	0.000097	21.138281
2^9	0.000095	42.910937
2^10	0.000149	54.917746
2^11	0.000224	73.033139
2^12	0.000370	88.648413
2^13	0.000773	84.816702
2^14	0.001338	97.940970
2^15	0.002521	103.979471
2^16	0.004849	108.123737
2^17	0.009491	110.484394
2^18	0.018793	111.591402
2^19	0.037404	112.135260
2^20	0.074577	112.483178
2^21	0.149026	112.578981
2^22	0.297838	112.659954
2^23	0.595473	112.698351
2^24	1.190736	112.718290
2^25	2.381149	112.733566
2^0	0.000053	0.151133
2^1	0.000053	0.302231
2^2	0.000053	0.604763
2^3	0.000053	1.210083
2^4	0.000053	2.420792
2^5	0.000054	4.715993
2^6	0.000061	8.329005
2^7	0.000073	14.087302
2^8	0.000095	21.622382
2^9	0.000097	42.387184
2^10	0.000132	61.984531
2^11	0.000213	76.834166
2^12	0.000367	89.397421
2^13	0.000772	84.856623
2^14	0.001337	98.038435
2^15	0.002527	103.724471
2^16	0.004848	108.145593
2^17	0.009490	110.495255
2^18	0.018799	111.554368
2^19	0.037389	112.180641
2^20	0.074589	112.463954
2^21	0.149063	112.550945
2^22	0.297882	112.643212
2^23	0.595460	112.700915
2^24	1.190691	112.722547
2^25	2.381152	112.733424
2^0	0.000053	0.151154
2^1	0.000053	0.302221
2^2	0.000053	0.604955
2^3	0.000053	1.210591
2^4	0.000053	2.419266
2^5	0.000054	4.705661
2^6	0.000061	8.356001
2^7	0.000072	14.131086
2^8	0.000097	21.085649
2^9	0.000096	42.554954
2^10	0.000149	54.921454
2^11	0.000229	71.521019
2^12	0.000372	88.108291
2^13	0.000772	84.863985
2^14	0.001337	98.005524
2^15	0.002527	103.735638
2^16	0.004835	108.427881
2^17	0.009488	110.512264
2^18	0.018785	111.641008
2^19	0.037647	111.410329
2^20	0.074767	112.196033
2^21	0.149111	112.515148
2^22	0.297893	112.639050
2^23	0.595525	112.688649
2^24	1.190869	112.705685
2^25	2.381178	112.732220
2^0	0.000053	0.151132
2^1	0.000053	0.302308
2^2	0.000053	0.604859
2^3	0.000053	1.210087
2^4	0.000053	2.420770
2^5	0.000054	4.717835
2^6	0.000061	8.366738
2^7	0.000072	14.152973
2^8	0.000097	21.094735
2^9	0.000096	42.480146
2^10	0.000149	54.971566
2^11	0.000228	71.976612
2^12	0.000362	90.642912
2^13	0.000771	84.977933
2^14	0.001334	98.218357
2^15	0.002525	103.830303
2^16	0.004846	108.187872
2^17	0.009485	110.555486
2^18	0.018773	111.709837
2^19	0.037399	112.150292
2^20	0.074595	112.456016
2^21	0.149118	112.509826
2^22	0.297892	112.639457
2^23	0.595507	112.692063
2^24	1.190894	112.703301
2^25	2.381161	112.733018
2^0	0.000053	0.151125
2^1	0.000053	0.302289
2^2	0.000053	0.604762
2^3	0.000053	1.210073
2^4	0.000053	2.417678
2^5	0.000054	4.724567
2^6	0.000061	8.339097
2^7	0.000073	14.114681
2^8	0.000097	21.084744
2^9	0.000098	41.695302
2^10	0.000149	54.965275
2^11	0.000231	71.063766
2^12	0.000362	90.595912
2^13	0.000766	85.554964
2^14	0.001337	98.003178
2^15	0.002528	103.698398
2^16	0.004848	108.153102
2^17	0.009490	110.492158
2^18	0.018779	111.675373
2^19	0.037404	112.136155
2^20	0.074790	112.162446
2^21	0.149095	112.527222
2^22	0.297903	112.635268
2^23	0.595516	112.690188
2^24	1.190789	112.713252
2^25	2.381262	112.728236
2^0	0.000053	0.151089
2^1	0.000053	0.302344
2^2	0.000053	0.604778
2^3	0.000053	1.210288
2^4	0.000053	2.420290
2^5	0.000054	4.707306
2^6	0.000061	8.344520
2^7	0.000073	14.123373
2^8	0.000097	21.215325
2^9	0.000096	42.492510
2^10	0.000148	55.271435
2^11	0.000230	71.089359
2^12	0.000386	84.977490
2^13	0.000772	84.848112
2^14	0.001341	97.710982
2^15	0.002528	103.700962
2^16	0.004848	108.146465
2^17	0.009490	110.492829
2^18	0.018791	111.601800
2^19	0.037406	112.129606
2^20	0.074592	112.460317
2^21	0.149193	112.452936
2^22	0.297925	112.627240
2^23	0.595451	112.702486
2^24	1.190941	112.698877
2^25	2.381189	112.731674
2^0	0.000053	0.151120
2^1	0.000053	0.302287
2^2	0.000053	0.604744
2^3	0.000053	1.210185
2^4	0.000053	2.419507
2^5	0.000055	4.690928
2^6	0.000061	8.333315
2^7	0.000073	14.087427
2^8	0.000097	21.159977
2^9	0.000096	42.579519
2^10	0.000145	56.396193
2^11	0.000230	71.278002
2^12	0.000367	89.289998
2^13	0.000772	84.860141
2^14	0.001340	97.784643
2^15	0.002528	103.691712
2^16	0.004848	108.156324
2^17	0.009489	110.503733
2^18	0.018912	110.891659
2^19	0.037566	111.650506
2^20	0.074751	112.220620
2^21	0.149115	112.512009
2^22	0.297767	112.687019
2^23	0.595300	112.731255
2^24	1.190672	112.724332
2^25	2.381207	112.730842
NetBenchNonBlocking_O3
2^0	0.000053	0.151132
2^1	0.000053	0.302318
2^2	0.000053	0.604837
2^3	0.000053	1.210958
2^4	0.000053	2.420311
2^5	0.000054	4.702669
2^6	0.000061	8.347250
2^7	0.000073	14.098761
2^8	0.000097	21.202766
2^9	0.000098	41.712479
2^10	0.000149	54.921625
2^11	0.000229	71.423436
2^12	0.000385	85.221821
2^13	0.000773	84.824223
2^14	0.001338	97.984350
2^15	0.002527	103.740235
2^16	0.004847	108.159159
2^17	0.009490	110.492712
2^18	0.018804	111.528196
2^19	0.037394	112.166308
2^20	0.074769	112.193745
2^21	0.149141	112.492113
2^22	0.297784	112.680541
2^23	0.595322	112.726959
2^24	1.190756	112.716439
2^25	2.380983	112.741455
2^0	0.000053	0.151103
2^1	0.000053	0.302314
2^2	0.000053	0.604878
2^3	0.000053	1.210316
2^4	0.000053	2.420331
2^5	0.000055	4.695300
2^6	0.000061	8.327645
2^7	0.000073	14.100007
2^8	0.000097	21.154184
2^9	0.000096	42.533091
2^10	0.000153	53.696042
2^11	0.000231	71.058384
2^12	0.000384	85.380582
2^13	0.000771	84.977381
2^14	0.001338	97.946789
2^15	0.002527	103.739597
2^16	0.004847	108.167538
2^17	0.009488	110.514581
2^18	0.018782	111.659221
2^19	0.037413	112.108863
2^20	0.074688	112.315970
2^21	0.149143	112.490442
2^22	0.297785	112.680126
2^23	0.595413	112.709860
2^24	1.190740	112.717906
2^25	2.381286	112.727081
2^0	0.000053	0.151129
2^1	0.000053	0.302281
2^2	0.000053	0.604776
2^3	0.000053	1.210077
2^4	0.000053	2.420065
2^5	0.000054	4.704265
2^6	0.000061	8.346860
2^7	0.000073	14.114224
2^8	0.000097	21.135483
2^9	0.000097	42.326504
2^10	0.000150	54.790855
2^11	0.000229	71.504958
2^12	0.000384	85.349230
2^13	0.000766	85.551278
2^14	0.001336	98.107747
2^15	0.002528	103.691321
2^16	0.004848	108.142247
2^17	0.009484	110.561769
2^18	0.018783	111.654379
2^19	0.037395	112.161067
2^20	0.074593	112.458379
2^21	0.149113	112.513411
2^22	0.297756	112.690932
2^23	0.595529	112.687871
2^24	1.190844	112.708053
2^25	2.381158	112.733167
2^0	0.000053	0.151141
2^1	0.000053	0.302337
2^2	0.000053	0.604903
2^3	0.000053	1.210606
2^4	0.000053	2.420412
2^5	0.000054	4.705913
2^6	0.000061	8.336237
2^7	0.000072	14.134123
2^8	0.000097	21.093323
2^9	0.000134	30.489678
2^10	0.000153	53.674560
2^11	0.000230	71.189452
2^12	0.000368	89.097466
2^13	0.000762	85.953644
2^14	0.001340	97.798721
2^15	0.002528	103.714582
2^16	0.004848	108.152499
2^17	0.009488	110.519369
2^18	0.018783	111.650037
2^19	0.037403	112.139198
2^20	0.074589	112.463805
2^21	0.149080	112.538591
2^22	0.297773	112.684430
2^23	0.595481	112.696981
2^24	1.190707	112.721077
2^25	2.381262	112.728215
2^0	0.000053	0.151155
2^1	0.000053	0.302354
2^2	0.000053	0.604882
2^3	0.000053	1.210198
2^4	0.000053	2.420525
2^5	0.000054	4.724816
2^6	0.000061	8.365024
2^7	0.000072	14.144916
2^8	0.000097	21.140461
2^9	0.000097	42.309453
2^10	0.000150	54.705239
2^11	0.000229	71.432463
2^12	0.000384	85.241100
2^13	0.000771	85.026166
2^14	0.001337	98.034150
2^15	0.002528	103.688738
2^16	0.004846	108.193174
2^17	0.009490	110.492246
2^18	0.018789	111.613335
2^19	0.037650	111.402415
2^20	0.074791	112.159978
2^21	0.149146	112.488683
2^22	0.297943	112.620487
2^23	0.595313	112.728617
2^24	1.190944	112.698598
2^25	2.380917	112.744548
2^0	0.000053	0.151149
2^1	0.000053	0.301867
2^2	0.000053	0.604797
2^3	0.000053	1.210754
2^4	0.000053	2.420521
2^5	0.000054	4.739338
2^6	0.000061	8.408992
2^7	0.000072	14.196828
2^8	0.000097	21.174634
2^9	0.000096	42.728312
2^10	0.000148	55.170748
2^11	0.000230	71.302829
2^12	0.000360	91.078136
2^13	0.000759	86.290964
2^14	0.001339	97.880848
2^15	0.002526	103.798750
2^16	0.004848	108.156357
2^17	0.009488	110.518973
2^18	0.018777	111.689407
2^19	0.037398	112.154427
2^20	0.074725	112.259500
2^21	0.149140	112.492999
2^22	0.297763	112.688487
2^23	0.595471	112.698842
2^24	1.190831	112.709340
2^25	2.381204	112.730959
2^0	0.000053	0.151143
2^1	0.000053	0.302348
2^2	0.000053	0.604802
2^3	0.000053	1.210089
2^4	0.000053	2.419434
2^5	0.000054	4.739342
2^6	0.000061	8.414704
2^7	0.000072	14.211295
2^8	0.000094	21.772683
2^9	0.000096	42.695336
2^10	0.000149	54.864973
2^11	0.000229	71.427007
2^12	0.000371	88.417357
2^13	0.000772	84.842287
2^14	0.001337	98.001749
2^15	0.002525	103.828309
2^16	0.004846	108.187425
2^17	0.009486	110.541471
2^18	0.018794	111.584841
2^19	0.037407	112.127533
2^20	0.074766	112.198488
2^21	0.149004	112.596094
2^22	0.297889	112.640573
2^23	0.595319	112.727534
2^24	1.190567	112.734256
2^25	2.381161	112.732996
2^0	0.000053	0.151137
2^1	0.000053	0.302336
2^2	0.000053	0.604978
2^3	0.000053	1.210189
2^4	0.000053	2.421650
2^5	0.000054	4.739553
2^6	0.000061	8.392613
2^7	0.000072	14.217597
2^8	0.000097	21.206025
2^9	0.000097	42.259043
2^10	0.000149	55.127116
2^11	0.000230	71.137509
2^12	0.000361	90.835505
2^13	0.000771	84.959042
2^14	0.001337	98.002299
2^15	0.002527	103.732415
2^16	0.004995	104.955397
2^17	0.009611	109.105037
2^18	0.018957	110.625777
2^19	0.037638	111.437776
2^20	0.074766	112.197824
2^21	0.149161	112.477182
2^22	0.297998	112.599471
2^23	0.595452	112.702325
2^24	1.190536	112.737219
2^25	2.381194	112.731439
2^0	0.000053	0.151096
2^1	0.000053	0.302331
2^2	0.000053	0.604819
2^3	0.000053	1.210552
2^4	0.000053	2.421190
2^5	0.000054	4.739557
2^6	0.000061	8.395039
2^7	0.000072	14.204241
2^8	0.000097	21.184234
2^9	0.000096	42.675113
2^10	0.000150	54.466448
2^11	0.000230	71.081496
2^12	0.000361	90.724351
2^13	0.000765	85.670216
2^14	0.001339	97.904646
2^15	0.002526	103.760599
2^16	0.004845	108.212166
2^17	0.009487	110.533070
2^18	0.018967	110.569802
2^19	0.037538	111.735313
2^20	0.074585	112.470969
2^21	0.148981	112.613484
2^22	0.297892	112.639746
2^23	0.595478	112.697468
2^24	1.190760	112.715977
2^25	2.381092	112.736270
2^0	0.000053	0.151137
2^1	0.000053	0.302335
2^2	0.000053	0.604926
2^3	0.000053	1.210644
2^4	0.000053	2.420807
2^5	0.000054	4.735846
2^6	0.000061	8.393466
2^7	0.000070	14.593710
2^8	0.000091	22.383658
2^9	0.000095	43.042173
2^10	0.000149	54.817254
2^11	0.000208	78.896488
2^12	0.000360	90.990869
2^13	0.000771	85.014032
2^14	0.001336	98.126883
2^15	0.002525	103.815109
2^16	0.004845	108.220509
2^17	0.009485	110.547036
2^18	0.018790	111.610766
2^19	0.037384	112.194436
2^20	0.074764	112.200845
2^21	0.149078	112.539919
2^22	0.297747	112.694524
2^23	0.595319	112.727594
2^24	1.190908	112.702049
2^25	2.381007	112.740324
NetBenchNonBlocking_O2
2^0	0.000053	0.151142
2^1	0.000053	0.302353
2^2	0.000053	0.604822
2^3	0.000053	1.210627
2^4	0.000053	2.420348
2^5	0.000054	4.732247
2^6	0.000061	8.378823
2^7	0.000072	14.187360
2^8	0.000096	21.248158
2^9	0.000096	42.787886
2^10	0.000148	55.258739
2^11	0.000228	71.769780
2^12	0.000360	91.028667
2^13	0.000771	85.006920
2^14	0.001336	98.112928
2^15	0.002525	103.825698
2^16	0.004844	108.226809
2^17	0.009486	110.535913
2^18	0.018789	111.616293
2^19	0.037559	111.672822
2^20	0.074782	112.173426
2^21	0.149121	112.507505
2^22	0.297748	112.694147
2^23	0.595384	112.715209
2^24	1.190706	112.721176
2^25	2.381131	112.734458
2^0	0.000053	0.151131
2^1	0.000053	0.302305
2^2	0.000053	0.604794
2^3	0.000053	1.210042
2^4	0.000053	2.421068
2^5	0.000054	4.741225
2^6	0.000061	8.401711
2^7	0.000072	14.165237
2^8	0.000097	21.170217
2^9	0.000095	42.961814
2^10	0.000149	54.826244
2^11	0.000230	71.100924
2^12	0.000360	90.913370
2^13	0.000772	84.892626
2^14	0.001338	97.980543
2^15	0.002526	103.764257
2^16	0.004845	108.209519
2^17	0.009486	110.540056
2^18	0.018770	111.730355
2^19	0.037393	112.168872
2^20	0.074576	112.483757
2^21	0.148963	112.626755
2^22	0.297858	112.652311
2^23	0.595385	112.715033
2^24	1.190908	112.702013
2^25	2.380988	112.741192
2^0	0.000053	0.151148
2^1	0.000053	0.302340
2^2	0.000053	0.604757
2^3	0.000053	1.210162
2^4	0.000053	2.422303
2^5	0.000054	4.742149
2^6	0.000061	8.394704
2^7	0.000072	14.204058
2^8	0.000097	21.164423
2^9	0.000096	42.873890
2^10	0.000153	53.401145
2^11	0.000215	76.285898
2^12	0.000360	90.944668
2^13	0.000765	85.633499
2^14	0.001336	98.123026
2^15	0.002526	103.772884
2^16	0.004847	108.171097
2^17	0.009486	110.545043
2^18	0.018777	111.686492
2^19	0.037392	112.169790
2^20	0.074576	112.483703
2^21	0.148968	112.622644
2^22	0.297895	112.638478
2^23	0.595459	112.701053
2^24	1.190741	112.717785
2^25	2.381162	112.732974
2^0	0.000053	0.151127
2^1	0.000053	0.302331
2^2	0.000053	0.604717
2^3	0.000053	1.210172
2^4	0.000053	2.420836
2^5	0.000054	4.731769
2^6	0.000061	8.380876
2^7	0.000072	14.173374
2^8	0.000097	21.154222
2^9	0.000096	42.733216
2^10	0.000151	54.303260
2^11	0.000229	71.659602
2^12	0.000360	91.013877
2^13	0.000766	85.608444
2^14	0.001335	98.179177
2^15	0.002525	103.802224
2^16	0.004845	108.214444
2^17	0.009489	110.503489
2^18	0.018797	111.568724
2^19	0.037548	111.705731
2^20	0.074579	112.478916
2^21	0.148984	112.611021
2^22	0.297754	112.691689
2^23	0.595462	112.700497
